normalized_text,aspect,sentiment,score,sentiment_int
terbaik,Dukungan terhadap Program,positive,0.9959977865219116,0
bersemangat dan sehat terus pejuang indonesia emas 2045,Dukungan terhadap Program,positive,0.9601417779922485,0
bersemangat adik-adik saya,Pelaksanaan Program di Sekolah,positive,0.9270956516265869,0
menjadi penyemangat bersekolah juga  sih kalau di rumah melihat keluarga kesusahan di sekolah mendapat gratis pasti lebih semangat,Pelaksanaan Program di Sekolah,positive,0.992702841758728,0
yang semangat sekolahnya ya adik senang sekali melihat semangatnya,Dukungan terhadap Program,positive,0.9930411577224731,0
apa pun namanya kalau pajak untuk masyarakat kami selalu mendukung daripada untuk koruptor tidak boleh melihat uang menganggur,Ketidaksetujuan dan Risiko Program,negative,0.8315972089767456,2
tolong yang anggaran ini jangan dikorupsi,Ketidaksetujuan dan Risiko Program,negative,0.9909079074859619,2
daripada uang negara di korupsi tikus negara lebih baik untuk mbg langsung menyentuh rakyat,Ketidaksetujuan dan Risiko Program,negative,0.9793862700462341,2
saya bersyukur sekali mendapat mbg ini menjadi uang saya dapat mengirit,Ketidaksetujuan dan Risiko Program,positive,0.9890194535255432,0
terima memberikan tuhan setidaknya tidak adanya anak yang kelaparan di bersekolah,Pelaksanaan Program di Sekolah,positive,0.8563684225082397,0
masya allah ayo banyak-banyak bersyukur,Dukungan terhadap Program,positive,0.9920409321784973,0
masya allah sedih campur senang melihatnya masih adanya saja yang mengatakan menghentikan program ini saat kecil pernah kelaparan saat jam istirahat kepada dua akhirnya saya  mencuri nasi agar tidak lapar,Pelaksanaan Program di Sekolah,negative,0.9912207722663879,2
bersemangat belajar ya anak-anak,Pelaksanaan Program di Sekolah,positive,0.9940086603164673,0
masya allah alhamdulillah,Dukungan terhadap Program,positive,0.9895983934402466,0
alhamdulillah telah sampai sana mbg nya,Ketidaksetujuan dan Risiko Program,positive,0.9553526639938354,0
tabarakalloh,Ketidaksetujuan dan Risiko Program,positive,0.9624742269515991,0
ini hanya bagi yang membutuhkan kalau yang merasa tidak lezat jangan di makan yang berbeda masih membutuhkan,Pelaksanaan Program di Sekolah,negative,0.9805732369422913,2
bersemangat sekolahnya semoga nanti menjadi bapak prabowo prabowo selanjutnya,Dukungan terhadap Program,positive,0.9865190386772156,0
memang mbg itu cocok nya untuk anak-anak indonesia timur mereka bahagia sekali tidak seperti di sini orang tuanya tidak pernah bersyukur malahan menghujat sehat-sehat saudara saya,Dukungan terhadap Program,positive,0.9423382878303528,0
makanlah yanng lahap ya adik itu hasil saya berdebat sama anak abah,Pelaksanaan Program di Sekolah,negative,0.9897067546844482,2
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
semoga merata mbg nya terutama daerah tertinggal terdepan tertular,Dukungan terhadap Program,positive,0.8410544991493225,0
melihat ini yang pada mengatakan hapus saja hapus saja,Pelaksanaan Program di Sekolah,negative,0.9959455132484436,2
yang tidak terima program mbg,Dukungan terhadap Program,negative,0.9138748645782471,2
ini sangat berdampak positif untuk mereka,Ketidaksetujuan dan Risiko Program,positive,0.9870631098747253,0
ya allah saya sangat bangga sekali sehat terus presiden saya,Dukungan terhadap Program,positive,0.9928735494613647,0
menjadi  terharu semoga program ini sukses amin,Dukungan terhadap Program,positive,0.985062837600708,0
secara pribadi senang dengan program memberikan berbagi yang jelas anak-anak dapat senang bisa makanlah terima memberikan bapak presiden semoga sehat selalu semoga ke depan lebih baik lagi bapak,Dukungan terhadap Program,positive,0.9870304465293884,0
hanya manusia biadab yang tidak pernah bersyukur dengan adanya makanlah bergizi ini bapak prabowo the bets,Dukungan terhadap Program,negative,0.9942227005958557,2
makanlah yang lezat dan kenyang ya adik story whatsapp pun sudah banyak yang anak muridnya sudah mendapat banyak yang senang alhamdulillah bersyukur ya adik mungkin bagi orang kota dan orang tuanya sok kaya memang tidak penting program ini tidak berpengaruh untuk anaknya dan orang tuanya tetapi mohon maaf ini ya kenyataannya sebagian besar anak senang kenyang orang tua tenang meskipun uang camilan pas-pasan dan mohon maaf juga tidak semua pula anak itu lahir dalam keadaan ekonomi orang tuanya oke kalau memang anaknya tidak suka sensitif tidak percaya sma tangan orang berbeda yang buatnya yaudah sederhana menyuruh anaknya menolak saja ibunya harus rajin bekalin dari rumah yakk atau kasih uang saku yang besar hehe jangan mencemooh program ini terus hei koar-koar muluuk bersihkan hati ye yang mendapat manfaatnya banyak tahu omong-omong ikhlas lillahi ya ah taat pembayaran pajak kalau penyalurannya tepat,Pelaksanaan Program di Sekolah,negative,0.7593870162963867,2
ini baru tepat sasaran mereka tidak adanya mengeluh dengan porsi dan merasa bersemangat bersekolah anak pintar,Pelaksanaan Program di Sekolah,positive,0.9800809621810913,0
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
saya anak tiga semuanya mendapat mbg lanjutkan program mbg nya bapak jendera kaum nyinyirun agar kami yang sikat dan memberikan paham sehat sehat jendera,Dukungan terhadap Program,positive,0.5671994686126709,0
entahlah anak-anak dan orang tua yang di pelosok kalau diberikan makanan gratis mereka senang bersyukur tidak seperti di kota banyak memprotes,Pelaksanaan Program di Sekolah,negative,0.9953010082244873,2
terima kasih bapak presiden saya,Dukungan terhadap Program,positive,0.7304944396018982,0
terima kasih  bapak prabowo,Dukungan terhadap Program,positive,0.8301815986633301,0
rela sekali kalau program ini untuk anak-anak papua mereka lebih membutuhkan,Pelaksanaan Program di Sekolah,negative,0.9522377252578735,2
tolong untuk pemerintahan tolong utama kan mbg ini kepada wilayah pesisir indonesia dahulu karena saudara semua sangat membutuh kan mbg ini semoga mbg ini dapat merata saya salut sama orang papua sangat mensyukuri akan nikmat ini salam dari tanah sunda,Dukungan terhadap Program,positive,0.987779438495636,0
lihat lah ini para orang tua betapa bahagianya anak-anak menerima mbg sebagai rezeki yang pantas saja di syukuri ini merupakan tambahan gizi agar sumber daya manusia anak indonesia kedepan jauh lebih baik,Pelaksanaan Program di Sekolah,positive,0.9768409729003906,0
selamat menikmati Anak kami ikhlas dengan hasil pajak kami digunakan untuk mengenyangkan kalian demi dapat berkonsentrasi di kelas,Pelaksanaan Program di Sekolah,positive,0.9720162153244019,0
ginilah sangat tepat sasaran,Dukungan terhadap Program,positive,0.9939071536064148,0
program yang cocok untuk orang orang yang bersyukur sukses terus mbg dan bapak prabowo,Dukungan terhadap Program,positive,0.993398904800415,0
kakak kami tidak mendapat kakak,Pelaksanaan Program di Sekolah,negative,0.8225530385971069,2
yang di kampung-kampung di pelosok desa pasti kepada terima sekali makanlah gratis,Dukungan terhadap Program,positive,0.9135956764221191,0
pemerintah harus segera melakukan pemberian peringkat terbaik dan terburuk pengelola mbg agar yang buruk dapat di audit dan didaftar hitam,Ketidaksetujuan dan Risiko Program,negative,0.6850100755691528,2
mbg hanya untuk orang-orang yang bersyukur ketika mereka bersyukur apa pun makanan nya mereka anak-anak hebat,Pelaksanaan Program di Sekolah,positive,0.9598878622055054,0
bapak ntt jangan dilupakan ya mereka juga serba kesusahan,Pelaksanaan Program di Sekolah,negative,0.995184600353241,2
banyak ibu yang merasa anak nya tidak membutuhkan program ini karena mampu anak nya pilih-pilih makan padahal lebih banyak yang membutuhkan program seperti ini,Pelaksanaan Program di Sekolah,negative,0.8877435326576233,2
itu anak abah melihat banyak sekali yang bersyukur sama program ini,Pelaksanaan Program di Sekolah,positive,0.9925286769866943,0
mi mendapat tidak bu bapak sudah  menunggu mi nasatul mujahidin,Ketidaksetujuan dan Risiko Program,neutral,0.9590118527412415,1
yang biasa menghujat mbg mencoba melihat video tiktok ini bagaimana perasaan anda,Pelaksanaan Program di Sekolah,negative,0.947461724281311,2
bapak anak pulau juga belum mendapat mbg mereka menanyakan mengapa kami belum mendapat,Ketidaksetujuan dan Risiko Program,neutral,0.9202759861946106,1
mungkin bagi kalian mbg tidak seberapa tetapi melihat lah anak-anak ini mereka sangat-sangat membutuhkan ini ayo jangan egois karena kita mampu pikirkan bagi yang kurang mampu tidak semua orang mampu seperti kita,Pelaksanaan Program di Sekolah,negative,0.9090772867202759,2
program terbaik seperti ini masih di menghujat letak salahnya di mana sih,Pelaksanaan Program di Sekolah,negative,0.9701555371284485,2
lihat manfaat mbg anak yang tidak ingin bersekolah menjadi  ingin bersekolah,Pelaksanaan Program di Sekolah,neutral,0.8889020681381226,1
jahat sekali membaca narasi orang orang di instagram kebanyakan dari mereka mengeluh merasa tidak perlu adanya dan menganjurkan untuk penghapusan program mbg,Pelaksanaan Program di Sekolah,negative,0.9979755282402039,2
kalau di menghentikan saya tandain mereka yang selalu menghujat,Ketidaksetujuan dan Risiko Program,negative,0.9955249428749084,2
nah seperti ini lo ade bersyukur melihat teman kalian di luar sana yang sangat membtuhkan dengan adanya program ini,Pelaksanaan Program di Sekolah,positive,0.9902876615524292,0
wah senang atau see selamat menikmati ya adik adik,Pelaksanaan Program di Sekolah,positive,0.9752256274223328,0
betul sudah menjadi orang tua anak lapar itu apa pun pelajaran tidak bisa masuk,Pelaksanaan Program di Sekolah,negative,0.9961114525794983,2
saya rela ikhlas dan lebih rida bersekolah anak saya tidak mendapat makanlah gratis tetapi  tolong berikan untuk mereka saja karena saya yakin mereka lebih membutuhkan,Pelaksanaan Program di Sekolah,positive,0.720429539680481,0
seharusnya program mbg lebih di khususkan untuk sekolah-sekolah di wilayah-wilayah yang kurang mampu menjadi tepat sasaran,Dukungan terhadap Program,neutral,0.5348958373069763,1
banyak komentar buruk mengatakan tidak lezat ini lah itu lah sebenarnya mereka yang tidak bersyukur mungkin termasuk orang yang mampu tetapi bagi anak anak yang memang membutuhkan mereka akan paham tentang merasa syukur yang penting perut mereka kenyang mereka telah bahagia,Pelaksanaan Program di Sekolah,negative,0.5887563824653625,2
ibu-ibu yang menyukai nyinyir wajib lihat ini,Pelaksanaan Program di Sekolah,positive,0.9022702574729919,0
sebenarnya yang tidak setuju program mbg itu orang-orang yang hatinya diliputi kedengkian kepada presiden prabowo tercinta ingin sebanyak dan sebaik apa pun program-program beliau pasti selalu dihujat hai para pembenci buka mata dan hati kalian melihat kebaikan program-program presiden prabowo demi rakyat indonesia hidup kalian hanya untuk membenci naudzubillah,Dukungan terhadap Program,negative,0.9617060422897339,2
melihat ini lo bu ibu kantin yang memprotes kalian mana tahu dan tidak ingin tahu anak yang tidak memiliki uang camilan,Pelaksanaan Program di Sekolah,negative,0.9964423775672913,2
tidak apa-apa pajak saya bayar terus semua pajak tetapi asal pajaknya seperti seperti ini senang melihatnya tidak sia-sia saya bayar pajak adik untuk kalian bahagia sehat selalu,Dukungan terhadap Program,positive,0.9794502854347229,0
benar-benar program ini untuk orang-orang ya bersyukur bukan untuk pembenci presiden,Dukungan terhadap Program,negative,0.8421512246131897,2
mbg untuk anak anak di papua saja kami semua ikhlas,Pelaksanaan Program di Sekolah,positive,0.9731943011283875,0
makanlah yang lahap adik itu hasil perjuangan kami melawan pendukung anies,Pelaksanaan Program di Sekolah,positive,0.6088660359382629,0
takut sekali ingin membuat status whatsapp,Ketidaksetujuan dan Risiko Program,negative,0.9970901012420654,2
ya allah mungkin bagi yang mampu makanan seperti ini tidak berarti tetapi bagi mereka di sana yang sulit untuk mendapatkan makanan pasti sangat bersyukur pasti lahap makanlah ya ini turut senang melihat ya,Dukungan terhadap Program,positive,0.9866464138031006,0
alhamdulillah sehat terus adik,Dukungan terhadap Program,positive,0.9866900444030762,0
hal baik dan jujur selalu membawa hasil yang terlalu baik sekalipun sedikit demi sedikit mengikuti proses yang penuh perjuangan untuk anak bangsa indonesia menjadi lebih baik dan baik lagi,Pelaksanaan Program di Sekolah,negative,0.5418686866760254,2
hari rabu tanggal 10 09 2025 mbg nya basi di bandung barat,Ketidaksetujuan dan Risiko Program,negative,0.9634947180747986,2
ya allah terima memberikan bapak perhatian nya,Dukungan terhadap Program,positive,0.910190224647522,0
kalau yang menghina lebih baik tidak usah diberikan mbg kasihan kepada yang lebih membutuhkan dapat bersyukur,Pelaksanaan Program di Sekolah,negative,0.9822947978973389,2
mantap,Ketidaksetujuan dan Risiko Program,positive,0.9971997737884521,0
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
luar biasa mantap,Ketidaksetujuan dan Risiko Program,positive,0.9970399737358093,0
sepertinya mbg lebih dibutuhkan di wilayah papua selain papua malahan mbg dihujat,Dukungan terhadap Program,negative,0.9922863245010376,2
ikhlas se ikhlas2 nya kalau larinya ke sini ya allah,Dukungan terhadap Program,positive,0.9510194659233093,0
tidak dapat berkata kata,Ketidaksetujuan dan Risiko Program,negative,0.9388552904129028,2
masya allah,Dukungan terhadap Program,positive,0.9908129572868347,0
masyallah,Ketidaksetujuan dan Risiko Program,positive,0.9833048582077026,0
terima kasih bapak prabowo terima kasih badan gizi nasional program ini sangat  berguna bagi saudara kita di papua,Dukungan terhadap Program,positive,0.9423000812530518,0
terima memberikan telah tahu bersyukur,Dukungan terhadap Program,positive,0.9788749814033508,0
ya allah telah sampai papua,Dukungan terhadap Program,positive,0.7828579545021057,0
belum sampai makanan ini di bersekolah anak saya saya memasak sendiri lah dahulu untuk di bekal kan,Pelaksanaan Program di Sekolah,positive,0.4243570864200592,0
kan banyak berita beredar makanan adanya yang busuk adanya ulat ini itu yang dibagian papua begini adanya berita seperti begini kakak,Pelaksanaan Program di Sekolah,negative,0.997528612613678,2
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
memang makanlah itu berpengaruh habis makanlah mata menjadi terang,Pelaksanaan Program di Sekolah,negative,0.49391937255859375,2
alhamdulillah turut merasakan mbg juga adik,Ketidaksetujuan dan Risiko Program,positive,0.9813191890716553,0
adik,Pelaksanaan Program di Sekolah,positive,0.8025961518287659,0
itu bapak anak anak bersemangat makanan gratis terus menerus jangan berhenti kami sangat mencintai bapak presiden,Pelaksanaan Program di Sekolah,positive,0.9908716082572937,0
lihat lah wajah wajah bahagia mereka,Dukungan terhadap Program,positive,0.9636563062667847,0
senen besok ayam katsu tolong,Pelaksanaan Program di Sekolah,negative,0.7008786797523499,2
terima memberikan bapak presiden,Dukungan terhadap Program,positive,0.9151570796966553,0
bapak jangan dihentikan program mbg nya evaluasi saja dahulu masalah-masalah keracunan kemarin tetapi  jangan dihentikan bapak tolong,Ketidaksetujuan dan Risiko Program,negative,0.9722503423690796,2
lebih baik begini kan dari sama-sama di uang kan takut adanya orang tua yang tidak amanah,Ketidaksetujuan dan Risiko Program,negative,0.99689781665802,2
izin saran saja bapak presiden lebih banyak di salurkan kepada pelosok dan anak-anak yang kurang mampu kami senang melihat mereka mendapat makanan yang layak untuk di makan untuk sekolah-sekolah swasta di perkotaan sepertinya tidak perlu menerima mbg lagi karena mereka sudah di siapkan bekal dari rumah sendiri,Pelaksanaan Program di Sekolah,positive,0.9281649589538574,0
bahagiannya mereka mendapat makanlah gratis terima kasih bapak prabowo,Dukungan terhadap Program,positive,0.9588683247566223,0
allhamdulilah,Ketidaksetujuan dan Risiko Program,positive,0.9450420141220093,0
amin saya juga senang melihatnya,Dukungan terhadap Program,positive,0.9938194155693054,0
momen bersejarah,Dukungan terhadap Program,positive,0.9820099472999573,0
semoga semakin merata kepada pelosok indonesia,Dukungan terhadap Program,positive,0.921406090259552,0
program nya sangat bermanfaat tetapi  di indonesia adanya saja pihak pihak oknum yang mencari keuntungan dari program ini itu lah yang membuat program ini banyak masalah,Dukungan terhadap Program,negative,0.9916784763336182,2
teratas,Ketidaksetujuan dan Risiko Program,positive,0.978446900844574,0
belajar yang rajin,Pelaksanaan Program di Sekolah,positive,0.9927378296852112,0
ini lo bapak bu mencoba buka mata kalian yang menolak program mbg banyak jutaan harapan dari generasi emas kita yang belum terpenuhi gizinya serapan lowongan pekerjaan di sekitar meningkatkan sektor produk umkm di luar konteks berita negatif semua membutuhkan evaluasi lebih lanjut untuk program baru ini semoga semakin membaik terima kasih bapak presiden atas gagasan yang luar biasa ini semoga target posyandu balita ibu hamil lanjut usia segera terlaksana agar kesejahteraan rakyat merata di segala,Ketidaksetujuan dan Risiko Program,positive,0.6318166255950928,0
di kota mendapat makanlah kurang bersyukur tetapi  di desa itu bersyukur sekali,Dukungan terhadap Program,positive,0.9658019542694092,0
program nya tidak benar tetapi rentan di mengorupsi tbh,Ketidaksetujuan dan Risiko Program,negative,0.996345579624176,2
yang lebih menghargai makanan gratis kebanyakan anak-anak daerah kemarin di benar satu bersekolah di jaktim anak-anak banyak tidak di makan akhirnya gurunya menyuruh membawa tempat makanlah dari rumah agar makanannya di membawa pulang daerah ntt belum merata semoga secepatnya,Pelaksanaan Program di Sekolah,negative,0.5681487917900085,2
saya benar menangis lihat yang seperti ini bersyukur sekali dengan program mbg tetapi masih mendengar orang di sekeliling kita yang mengatakan mbg di menghentikan saja mbg beracun mbg tidak pada suka,Pelaksanaan Program di Sekolah,negative,0.9932431578636169,2
makanlah yang kenyang ya ini hasil gaduh sama anak abah,Pelaksanaan Program di Sekolah,negative,0.97707599401474,2
lihat lah wajah mereka wahai untuk para orang yang memiliki niat jahat kepada mereka,Pelaksanaan Program di Sekolah,negative,0.9856018424034119,2
izin membagikan,Ketidaksetujuan dan Risiko Program,neutral,0.5597577095031738,1
anak anak dan guru yang pandai bersyukur kalian semua hebat,Pelaksanaan Program di Sekolah,positive,0.9957340359687805,0
mantap mbg nya program sangat baik bapak presiden ri,Dukungan terhadap Program,positive,0.9938004612922668,0
bersemangat semuanya makanlah yang kenyang adik ya allah bahagia melihat tersenyum anak teringat waktu dahulu saya bahagia menunggu kiriman susu waktu sd presiden gusdur,Pelaksanaan Program di Sekolah,positive,0.9879361987113953,0
jangan sampai di ilangin program ini,Dukungan terhadap Program,negative,0.9926415085792542,2
alhamdullilah mbg dapat di menikmati anak-anak bersekolah semoga anak-anak seluruh indonesia dapat menikmatinya ikhlas jika harus pembayaran pajak mahal pun untuk anak-anak indonesia,Dukungan terhadap Program,positive,0.9683583974838257,0
bapak mencoba membuat hamburger pasti kita semua senang,Pelaksanaan Program di Sekolah,positive,0.9935738444328308,0
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
alhamdulillah sudah  sampai sanah untuk saudara kita di papua,Dukungan terhadap Program,positive,0.9327259659767151,0
ganjar mana ganjar mengapa redup,Pelaksanaan Program di Sekolah,negative,0.9778487086296082,2
makanlah yang banyak adik,Pelaksanaan Program di Sekolah,positive,0.955799400806427,0
adik makanlah yang banyak ya,Pelaksanaan Program di Sekolah,positive,0.6794455051422119,0
di banyumas khususnya ajibarang siapa saat ini belum pernah mendapat makanlah gratis dari bapak prabowo,Pelaksanaan Program di Sekolah,neutral,0.7730544805526733,1
mereka yang tidak menyukai dengan program ini karena mereka lahir dan besar dari keluarga yang di mana sate satu porsi sendiri sudah  biasa,Ketidaksetujuan dan Risiko Program,negative,0.9397651553153992,2
mencoba semua guru ideologi nya macam ini yakin anak anak akan berakhlak dan memiliki tinggi merasa syukur berbeda dengan anak anak di kota kota besar,Pelaksanaan Program di Sekolah,positive,0.9637417793273926,0
alhamdulillah terima memberikan bapak presiden atas makan gratis nya membantu anak kami yang kurang makan,Pelaksanaan Program di Sekolah,positive,0.9781944155693054,0
menurut kalian mereka lebih bbm sama internet gratis kah tidak kan tidak salah memilih kita kan,Pelaksanaan Program di Sekolah,positive,0.5168158411979675,0
tolong dong di evaluasi makanlah gratis nya karena di ntt adanya yang keracunan,Pelaksanaan Program di Sekolah,negative,0.9922671914100647,2
senangnya saya melihat kalian semua,Dukungan terhadap Program,positive,0.9915210008621216,0
makanlah dengan bersyukur agar diam mayoritas hadapi kaum yang tidak menginginkan indonesia maju dan sejahtera,Pelaksanaan Program di Sekolah,negative,0.776007890701294,2
sehat selalu adik,Pelaksanaan Program di Sekolah,positive,0.988542914390564,0
bersyukur nya mereka nikmatilah adik,Pelaksanaan Program di Sekolah,positive,0.992763102054596,0
ingat ya ibu-ibu konsep nya makanlah bergizi insya allah dapat untuk membantu anak-anak yang kurang beruntung terutama mungkin menurut kita biasa dengan makanan seperti itu di sisi berbeda yang jauh dari pandangan kita adanya anak yang kurang mampu anak yatim dan anak yang orang tuanya kurang mencukupi meskipun hanya soal makanlah ikhlas ya allah dengan program ini semoga dapat manfaat untuk anak-anak bangsa yang membutuhkan,Pelaksanaan Program di Sekolah,positive,0.9850119352340698,0
yang menghujat mbg melihat itu tersenyum mereka bagi anda yang mampu tidak menerima makanan gratis lebih baik diam telah jelas kalian orang dengki tidak menyukai melihat orang bahagia,Pelaksanaan Program di Sekolah,negative,0.9968857169151306,2
sehat semuanya,Dukungan terhadap Program,positive,0.9930746555328369,0
masya allah adik bersemangat ya belajarnya,Dukungan terhadap Program,positive,0.9902480244636536,0
terima kasih bapak presiden,Dukungan terhadap Program,positive,0.8404964208602905,0
saat menanam padi ilalang turut tumbuh begitu juga saat kita membuat kebijakan menanam kebaikan adanya saja hal hal yang menjadi rintangan dan kontra apakah kita berhenti menanam padi hanya karena ilalang begitu juga dengan kebaikan selama itu sangat baik lanjut terus menurut saya mbg hanya akan terasa bermanfaat bagi mereka yang membutuhkan bagi yang menengah ke atas terasa tidak bermanfaat karena dirasa makanan nya kurang lezat dan lain-lain mungkin belum pernah merasa sulit dan pernah merasa tidak pernah makanlah pergi bersekolah teruslah berbuat baik meskipun tidak dianggap baik,Ketidaksetujuan dan Risiko Program,negative,0.6397920846939087,2
bersemangat anak-anak ya jadilah anak yang sehat dan pintar-pintar seperti cita-cita bapak presiden,Pelaksanaan Program di Sekolah,positive,0.9799490571022034,0
masyallahh,Ketidaksetujuan dan Risiko Program,positive,0.9761568903923035,0
kami sppi kelompok tiga siap mensukseskan program yang sangat sangat bermanfaat bagi masyarakat indonesia khusunya anak anak indonesia sppi jaya jaya jaya,Dukungan terhadap Program,positive,0.973405122756958,0
alhamdulillah,Dukungan terhadap Program,positive,0.9892728924751282,0
makanlah bergizi gratis tidak penting ujar mereka mereka,Pelaksanaan Program di Sekolah,negative,0.9902215003967285,2
kalau membutuhkan unit daihatsu rama membantu ya kakak semoga berkahh,Dukungan terhadap Program,neutral,0.9299620389938354,1
menjadi ingat diri sendiri saat smp sma tidak adanya uang untuk membeli nasi saat jam istirahat mana di rumah tidak makan apa-apa kadang-kadang menjadi hanya dapat membeli cilok saja dua ribu rupiah lapar sekali saat belajar,Ketidaksetujuan dan Risiko Program,negative,0.8930233716964722,2
ini uang pajaknya tidak masuk kantong pribadi,Ketidaksetujuan dan Risiko Program,positive,0.49772047996520996,0
allhamdulillah anak anak senang melihat dari senyuman nya,Pelaksanaan Program di Sekolah,positive,0.9894904494285583,0
tinggal menikmati meskipun menjadi  polemik entah besok seperti apa skenario dana,Ketidaksetujuan dan Risiko Program,positive,0.6361952424049377,0
benar sekali ibu dengan adanya mbg anak-anak rajin kepada bersekolah mereka antusias bercerita menu apalagi ya besok karena setiap hari menunya beda-beda kebetulan rumah saya dekat dengan benar satu sd anak-anak sampai membawa tempat bekal untuk dibawa pulang kalau makanannya  tidak habis orang tua juga senang karena anak-anak tidak perlu membawa uang camilan kepada bersekolah dan di dekat rumah saya juga adanya dapur mbg itu menyerap banyak tenaga bekerja,Pelaksanaan Program di Sekolah,positive,0.9945987462997437,0
nah liaat semuanya yang memprotes ini itu kurang ini lah tidak lezat lah ini lah itu mungkin untuk kalian yang kondisi menengah kepada atas terlihat biasa saja program ini tetapi  mencoba melihat saudara kita di pedesaan dengan kondisi yang di Bawah melihat raut wajah bahagia mereka melihat bagaimana mereka menerima dengan bersyukur ingat teman-teman hal yang menurut kita kecil dapat menjadi  menjadi hal yang paling besar bagi yang lebih membutuhkan jika kalian merasa tidak ingin cukup diam atau membawa pulang atau berikan kepada teman yang lebih membutuhkan jangan mencaci maki makanan belajar bersyukur belajar menerima sekecil apa pun pemberian belajar lebih bijak teman-teman,Pelaksanaan Program di Sekolah,negative,0.6722739338874817,2
bapak prabowo kita semua senang dan bangga,Dukungan terhadap Program,positive,0.9888971447944641,0
alhamdulillah makan yang banyak ya Anak sehat selalu semoga sukses ke depannya,Dukungan terhadap Program,positive,0.9626584649085999,0
heran sama yang nyinyir sama makanlah gratis pemerintah mendorong anak tidak stunting,Pelaksanaan Program di Sekolah,negative,0.9734547138214111,2
yang keracunan tidak dibagikan juga di akun ini,Dukungan terhadap Program,neutral,0.5972288846969604,1
alhamdulillah semoga anak indonesia sehat dan pintar,Dukungan terhadap Program,positive,0.9776796698570251,0
senyuman muridnya membuat hati bahagia,Ketidaksetujuan dan Risiko Program,positive,0.9908896088600159,0
yang mengatakan bapak presiden tidak melihat kehidupan saudara kita di papua semua membutuhkan proses jangan pintar menghujat tetapi yang kita saja sebagai rakyat sudah memberi apa untuk bangsa kita ini,Pelaksanaan Program di Sekolah,negative,0.9847817420959473,2
alhamdulillah saya turut senang,Dukungan terhadap Program,positive,0.9878866672515869,0
sudut pandang pengikut anies melihat ini,Pelaksanaan Program di Sekolah,neutral,0.9888193011283875,1
alhamdulillah tepat sekali ini ya bu video tiktok sebelah pada tidak di makanlah nasi nya sangat di sayangkan semangat anak anak rajin sekolahnya,Pelaksanaan Program di Sekolah,positive,0.9923909306526184,0
jangan kan anak anak saya saja yang sudah  bekerja jika tidak sarapan otak langsung menjadi kosong,Ketidaksetujuan dan Risiko Program,negative,0.997249186038971,2
ini namanya tepat sasaran kalau adanya yang mengatakan tidak berguna artinya bukan target untuk beliau,Pelaksanaan Program di Sekolah,negative,0.9826922416687012,2
alhamdulillah telah sampai papua walaupun pun kami yang di kota kabupaten belum mendapat,Dukungan terhadap Program,neutral,0.7619021534919739,1
nah ini yang saya tunggu dan pasti siapa pun yang melihat akan mengapresiasi program ini bukan anak-anak kota yang membuat video pribadi terima memberikan bapak,Dukungan terhadap Program,positive,0.9100294709205627,0
menikmati ya adik,Pelaksanaan Program di Sekolah,positive,0.9943808913230896,0
masya allah bersemangat terus para mita badan gizi nasional tetap menjaga kualitas makan yang baik,Ketidaksetujuan dan Risiko Program,positive,0.9712333083152771,0
melihat ini yang sama-sama menolak mbg jangan egois indonesia ini luas jangan hanya melihat di lingkungan kalian saja,Pelaksanaan Program di Sekolah,negative,0.9940363168716431,2
merasa berdosa karena tidak memilih bapak prabowo waktu pemilihan presiden,Pelaksanaan Program di Sekolah,negative,0.9934793710708618,2
lebih setuju mbg di pelosok-pelosok daerah seperti begini,Ketidaksetujuan dan Risiko Program,negative,0.802635908126831,2
benar sekali anak-anak yang tadi malas bersekolah semenjak adanya nya mbg menjadi  bersemangat untuk bersekolah lanjutkan bapak presiden mbgnya,Pelaksanaan Program di Sekolah,positive,0.83040851354599,0
di sini adanya yang bekerja dibagian kantor mbg nya kalau adanya mencoba dm saya penting,Ketidaksetujuan dan Risiko Program,neutral,0.9974395036697388,1
tolong anggaran jangan banyak untuk bisnis mencari untung melihat anak ini mbg benar benar tepat,Ketidaksetujuan dan Risiko Program,negative,0.8971558213233948,2
senang sekali melihat adik-adik makanlah dengan lahap benar-benar melihat merasa syukur di orang yang tepat sehat-sehat selalu adik-adikku perut kenyang bisa konsentrasi belajar yang pintar,Pelaksanaan Program di Sekolah,positive,0.9953091740608215,0
semoga berkah,Dukungan terhadap Program,positive,0.9583993554115295,0
ikhlas bayar pajak karena uang untuk masyarakat yang sungguh sangat membutuhkan bagi orang yang tidak membutuhkan itu mungkin beliau berkecukupan,Pelaksanaan Program di Sekolah,positive,0.9407837986946106,0
alhamdulillah turut senang adanya mbg melihat anak yang di pelosok banyak yang kurang mampu sangat membutuhkan mbg seperti begini,Dukungan terhadap Program,positive,0.9833731651306152,0
tidak adanya dialog sedih di sini tetapi saya menitikkan air mata terima memberikan bapak presiden program bapak banyak membawa manfaat untuk mereka yang membutuhkan,Dukungan terhadap Program,positive,0.9694134593009949,0
bersemangat makan-makan anak-anak baik,Pelaksanaan Program di Sekolah,positive,0.9927377104759216,0
